chr	strand	gene
chr4	+	ART3
chr4	-	CXCL10
chr4	-	CXCL11
chr4	-	NUP54
chr4	-	SCARB2
chr4	+	STBD1+FAM47E-STBD1+FAM47E
chr4	-	CCDC158
chr4	+	SHROOM3
chr4	-	SOWAHB
chr4	+	SEPTIN11
chr4	-	CCNI
chr4	+	CCNG2
chr4	+	CXCL13
chr4	-	CNOT6L
chr4	+	MRPL1
chr4	+	FRAS1
chr4	+	ANXA3
chr4	+	BMP2K
chr4	-	PAQR3
chr4	-	NAA11
chr4	-	GK2
chr4	-	ANTXR2
chr4	+	PRDM8
chr4	+	FGF5
chr4	+	CFAP299
chr4	+	BMP3
chr4	-	PRKG2
chr4	-	RASGEF1B
chr4	-	LOC107986215
chr4	-	HNRNPD
chr4	-	HNRNPDL
chr4	+	ENOPH1
chr4	+	LOC105377310
chr4	-	TMEM150C
chr4	-	SCD5
chr4	-	SEC31A
chr4	+	THAP9
chr4	-	LIN54
chr4	+	COPS4
chr4	-	PLAC8
chr4	-	COQ2
chr4	-	HPSE
chr4	-	HELQ
chr4	+	MRPS18C
chr4	-	ABRAXAS1
chr4	+	GPAT3
chr4	-	NKX6-1
chr4	+	CDS1
chr4	-	WDFY3
chr4	+	ARHGAP24
chr4	-	MAPK10
chr4	+	PTPN13
chr4	-	SLC10A6
chr4	-	C4orf36
chr4	+	AFF1
chr4	-	KLHL8
chr4	-	HSD17B13
chr4	-	HSD17B11
chr4	+	NUDT9
chr4	-	SPARCL1
chr4	+	DSPP
chr4	+	DMP1
chr4	+	IBSP
chr4	+	MEPE
chr4	+	SPP1
chr4	+	PKD2
chr4	-	ABCG2
chr4	-	PPM1K
chr4	+	HERC6
chr4	+	HERC5
chr4	-	PIGY+PYURF
chr4	+	HERC3
chr4	-	NAP1L5
chr4	-	FAM13A
chr4	+	TIGD2
chr4	-	GPRIN3
chr4	-	SNCA
chr4	+	MMRN1
chr4	+	CCSER1
chr4	+	GRID2
chr4	+	ATOH1
chr4	+	SMARCAD1
chr4	-	HPGDS
chr4	+	PDLIM5
chr4	+	BMPR1B
chr4	-	UNC5C
chr4	+	PDHA2
chr4	-	STPG2
chr4	+	RAP1GDS1
chr4	-	TSPAN5
chr4	-	EIF4E
chr4	+	METAP1
chr4	-	ADH5
chr4	-	ADH4
chr4	-	ADH6
chr4	-	ADH1A
chr4	-	ADH1B
chr4	-	ADH1C
chr4	-	ADH7
chr4	+	C4orf17
chr4	-	TRMT10A
chr4	+	MTTP
chr4	-	C4orf54
chr4	+	DAPP1
chr4	-	LAMTOR3
chr4	-	DNAJB14
chr4	-	H2AZ1
chr4	-	DDIT4L
chr4	-	EMCN
chr4	-	PPP3CA
chr4	+	BANK1
chr4	-	SLC39A8
chr4	+	NFKB1
chr4	-	MANBA
chr4	-	UBE2D3
chr4	+	CISD2
chr4	-	SLC9B2+SLC9B1
chr4	-	BDH2
chr4	-	CENPE
chr4	-	TACR3
chr4	-	CXXC4
chr4	+	TET2
chr4	-	PPA2
chr4	+	ARHGEF38
chr4	-	INTS12
chr4	+	GSTCD
chr4	+	NPNT
chr4	-	TBCK
chr4	+	AIMP1
chr4	-	GIMD1
chr4	-	DKK2
chr4	-	PAPSS1
chr4	+	SGMS2
chr4	+	CYP2U1
chr4	+	HADH
chr4	-	LEF1
chr4	+	RPL34
chr4	+	OSTC
chr4	-	ETNPPL
chr4	-	COL25A1
chr4	+	SEC24B
chr4	+	MCUB
chr4	-	CASP6
chr4	-	PLA2G12A
chr4	-	CFI
chr4	+	GAR1
chr4	+	RRH
chr4	+	LRIT3
chr4	+	EGF
chr4	-	ELOVL6
chr4	+	ENPEP
chr4	-	PITX2
chr4	+	FAM241A
chr4	+	AP1AR
chr4	-	TIFA
chr4	+	ALPK1
chr4	-	NEUROG2
chr4	-	ZGRF1
chr4	+	LARP7
chr4	+	ANK2
chr4	-	CAMK2D
chr4	-	ARSJ
chr4	+	UGT8
chr4	-	NDST4
chr4	-	TRAM1L1
chr4	+	NDST3
chr4	-	PRSS12
chr4	+	METTL14
chr4	-	SEC24D
chr4	+	SYNPO2
chr4	+	MYOZ2
chr4	+	USP53
chr4	-	C4orf3
chr4	-	FABP2
chr4	-	PDE5A
chr4	-	MAD2L1
chr4	-	PRDM5
chr4	-	NDNF
chr4	-	TNIP3
chr4	-	QRFPR
chr4	-	ANXA5
chr4	-	SMIM43
chr4	+	EXOSC9
chr4	-	CCNA2
chr4	-	BBS7
chr4	-	TRPC3
chr4	+	KIAA1109
chr4	+	ADAD1
chr4	-	IL2
chr4	-	IL21
chr4	+	BBS12
chr4	+	FGF2
chr4	-	NUDT6
chr4	+	SPATA5
chr4	+	SPRY1
chr4	-	ANKRD50
chr4	+	FAT4
chr4	+	INTU
chr4	+	SLC25A31
chr4	+	HSPA4L
chr4	+	PLK4
chr4	-	MFSD8
chr4	+	ABHD18
chr4	+	LARP1B
chr4	-	PGRMC2
chr4	+	JADE1
chr4	-	SCLT1
chr4	+	C4orf33
chr4	+	PCDH10
chr4	-	PABPC4L
chr4	-	PCDH18
chr4	-	SLC7A11
chr4	+	NOCT
chr4	-	ELF2
chr4	-	MGARP
chr4	-	NDUFC1
chr4	+	NAA15
chr4	+	RAB33B
chr4	-	SETD7
chr4	-	LOC105377622
chr4	+	MGST2
chr4	-	MAML3
chr4	+	SCOC
chr4	-	CLGN
chr4	-	MGAT4D
chr4	+	ELMOD2
chr4	-	UCP1
chr4	-	TBC1D9
chr4	-	RNF150
chr4	+	ZNF330
chr4	+	IL15
chr4	-	INPP4B
chr4	+	USP38
chr4	+	GAB1
chr4	+	SMARCA5
chr4	-	FREM3
chr4	-	GYPE
chr4	-	GYPB
chr4	-	GYPA
chr4	+	HHIP
chr4	-	ANAPC10
chr4	+	ABCE1
chr4	-	OTUD4
chr4	+	SMAD1
chr4	+	MMAA
chr4	+	C4orf51
chr4	-	ZNF827
chr4	+	LSM6
chr4	+	REELD1
chr4	-	SLC10A7
chr4	+	POU4F2
chr4	-	TTC29
chr4	+	EDNRA
chr4	+	TMEM184C
chr4	-	PRMT9
chr4	+	ARHGAP10
chr4	-	NR3C2
chr4	-	IQCM
chr4	+	DCLK2
chr4	-	LRBA
chr4	+	MAB21L2
chr4	+	RPS3A
chr4	-	SH3D19
chr4	+	PRSS48
chr4	+	FAM160A1
chr4	-	GATB
chr4	-	FBXW7
chr4	-	TMEM154
chr4	-	TIGD4
chr4	+	ARFIP1
chr4	+	FHDC1
chr4	+	TRIM2
chr4	+	MND1
chr4	+	TMEM131L
chr4	+	TLR2
chr4	-	RNF175
chr4	-	SFRP2
chr4	-	DCHS2
chr4	-	PLRG1
chr4	+	FGB
chr4	-	FGA
chr4	-	FGG
chr4	+	LRAT
chr4	+	RBM46
chr4	+	NPY2R
chr4	-	MAP9
chr4	+	GUCY1A1
chr4	+	GUCY1B1
chr4	-	ASIC5
chr4	+	TDO2
chr4	-	CTSO
chr4	-	PDGFC
chr4	+	GLRB
chr4	+	GRIA2
chr4	-	GASK1B
chr4	+	TMEM144
chr4	+	RXFP1
chr4	-	C4orf46
chr4	+	ETFDH
chr4	-	PPID
chr4	+	FNIP2
chr4	-	C4orf45
chr4	+	RAPGEF2
chr4	-	FSTL5
chr4	-	NAF1
chr4	-	NPY1R
chr4	+	NPY5R
chr4	-	TKTL2
chr4	+	TMA16
chr4	-	MARCHF1
chr4	-	ANP32C
chr4	+	SMIM31
chr4	+	APELA
chr4	-	TRIM61
chr4	+	TRIM60
chr4	-	TMEM192
chr4	+	KLHL2
chr4	+	MSMO1
chr4	+	CPE
chr4	+	TLL1
chr4	-	SPOCK3
chr4	+	ANXA10
chr4	-	DDX60
chr4	-	DDX60L
chr4	+	PALLD
chr4	-	CBR4
chr4	-	SH3RF1
chr4	-	NEK1
chr4	+	CLCN3
chr4	-	HPF1
chr4	-	MFAP3L
chr4	-	AADAT
chr4	+	GALNTL6
chr4	+	GALNT7
chr4	-	HMGB2
chr4	+	SAP30
chr4	-	SCRG1
chr4	-	HAND2
chr4	-	FBXO8
chr4	+	CEP44
chr4	-	HPGD
chr4	-	GLRA3
chr4	+	ADAM29
chr4	-	GPM6A
chr4	+	WDR17
chr4	-	SPATA4
chr4	-	ASB5
chr4	+	SPCS3
chr4	-	VEGFC
chr4	+	NEIL3
chr4	-	AGA
chr4	+	TENM3
chr4	-	DCTD
chr4	+	WWC2
chr4	-	CLDN22
chr4	-	CLDN24
chr4	-	LOC107986217
chr4	+	CDKN2AIP
chr4	+	ING2
chr4	-	RWDD4
chr4	+	TRAPPC11
chr4	+	STOX2
chr4	-	ENPP6
chr4	-	IRF2
chr4	-	CASP3
chr4	+	PRIMPOL
chr4	-	CENPU
chr4	-	ACSL1
chr4	+	HELT
chr4	+	SLC25A4
chr4	-	CFAP97
chr4	+	SNX25
chr4	-	LRP2BP
chr4	+	ANKRD37
chr4	-	UFSP2
chr4	+	C4orf47
chr4	-	CCDC110
chr4	-	PDLIM3
chr4	-	SORBS2
chr4	+	TLR3
chr4	+	FAM149A
chr4	+	CYP4V2
chr4	+	KLKB1
chr4	+	F11
chr4	-	MTNR1A
chr4	-	FAT1
chr4	+	ZFP42
chr4	-	TRIML2
chr4	+	TRIML1
chr4	+	FRG1
chr4	-	FRG2
chr4	+	DUX4
chr5	+	PLEKHG4B
chr5	+	LRRC14B
chr5	-	CCDC127
chr5	+	SDHA
chr5	+	PDCD6
chr5	+	AHRR
chr5	+	EXOC3
chr5	-	SLC9A3
chr5	+	CEP72
chr5	-	TPPP
chr5	-	ZDHHC11B
chr5	-	ZDHHC11
chr5	-	BRD9
chr5	+	TRIP13
chr5	+	NKD2
chr5	-	SLC12A7
chr5	+	SLC6A19
chr5	+	SLC6A18
chr5	-	TERT
chr5	-	CLPTM1L
chr5	-	SLC6A3
chr5	-	LPCAT1
chr5	-	MRPL36
chr5	+	NDUFS6
chr5	-	IRX4
chr5	+	LOC112267947
chr5	-	IRX2
chr5	+	C5orf38
chr5	+	IRX1
chr5	+	ADAMTS16
chr5	+	ICE1
chr5	-	MED10
chr5	+	UBE2QL1
chr5	-	NSUN2
chr5	+	SRD5A1
chr5	+	TENT4A
chr5	+	ADCY2
chr5	-	C5orf49
chr5	+	MTRR
chr5	-	FASTKD3
chr5	-	SEMA5A
chr5	-	TAS2R1
chr5	-	ATPSCKMT
chr5	+	CCT5
chr5	-	CMBL
chr5	+	MARCHF6
chr5	+	ROPN1L
chr5	+	LOC105369214
chr5	+	ANKRD33B
chr5	-	DAP
chr5	-	CTNND2
chr5	-	DNAH5
chr5	+	TRIO
chr5	+	OTULINL
chr5	+	OTULIN
chr5	-	ANKH
chr5	+	FBXL7
chr5	-	MARCHF11
chr5	-	ZNF622
chr5	-	RETREG1
chr5	-	MYO10
chr5	+	BASP1
chr5	-	H3Y2
chr5	-	H3Y1
chr5	-	CDH18
chr5	-	CDH12
chr5	+	PRDM9
chr5	-	CDH10
chr5	-	CDH9
chr5	+	CDH6
chr5	-	DROSHA
chr5	+	C5orf22
chr5	+	PDZD2
chr5	-	GOLPH3
chr5	-	MTMR12
chr5	-	ZFR
chr5	+	SUB1
chr5	+	NPR3
chr5	+	TARS1
chr5	-	ADAMTS12
chr5	+	RXFP3
chr5	-	SLC45A2
chr5	-	AMACR
chr5	-	C1QTNF3
chr5	+	RAI14
chr5	+	TTC23L
chr5	-	RAD1
chr5	+	BRIX1
chr5	+	DNAJC21
chr5	-	AGXT2
chr5	-	PRLR
chr5	+	SPEF2
chr5	+	IL7R
chr5	-	CAPSL
chr5	-	UGT3A1
chr5	-	UGT3A2
chr5	-	LMBRD2
chr5	+	SKP2
chr5	-	NADK2
chr5	-	RANBP3L
chr5	+	SLC1A3
chr5	+	NIPBL
chr5	-	CPLANE1
chr5	-	NUP155
chr5	+	WDR70
chr5	-	GDNF
chr5	+	EGFLAM
chr5	-	LIFR
chr5	-	LOC112267930
chr5	+	OSMR
chr5	-	RICTOR
chr5	-	FYB1
chr5	-	C9
chr5	-	DAB2
chr5	+	PTGER4
chr5	-	TTC33
chr5	-	PRKAA1
chr5	-	RPL37
chr5	+	CARD6
chr5	+	C7
chr5	-	MROH2B
chr5	-	C6
chr5	-	PLCXD3
chr5	-	OXCT1
chr5	+	C5orf51+FBXO4
chr5	+	GHR
chr5	+	CCDC152
chr5	-	SELENOP
chr5	-	ANXA2R
chr5	+	ZNF131
chr5	+	NIM1K
chr5	-	HMGCS1
chr5	-	CCL28
chr5	-	TMEM267
chr5	-	C5orf34
chr5	-	PAIP1
chr5	+	NNT
chr5	-	FGF10
chr5	+	MRPS30
chr5	-	HCN1
chr5	-	EMB
chr5	+	PARP8
chr5	+	ISL1
chr5	+	ITGA1+PELO
chr5	+	ITGA2
chr5	-	MOCS2
chr5	+	FST
chr5	+	NDUFS4
chr5	-	ARL15
chr5	+	HSPB3
chr5	+	SNX18
chr5	-	ESM1
chr5	+	GZMK
chr5	+	GZMA
chr5	-	CDC20B
chr5	+	GPX8
chr5	-	MCIDAS
chr5	-	CCNO
chr5	-	DHX29
chr5	+	MTREX
chr5	-	PLPP1
chr5	-	SLC38A9
chr5	+	DDX4
chr5	+	IL31RA
chr5	-	IL6ST
chr5	-	ANKRD55
chr5	-	LOC105378979
chr5	+	MAP3K1
chr5	+	SETD9
chr5	-	MIER3
chr5	+	GPBP1
chr5	-	ACTBL2
chr5	-	PLK2
chr5	+	GAPT
chr5	+	RAB3C
chr5	-	PDE4D
chr5	-	DEPDC1B
chr5	-	ELOVL7
chr5	-	ERCC8
chr5	+	NDUFAF2
chr5	-	SMIM15
chr5	+	ZSWIM6
chr5	+	KIF2A
chr5	-	DIMT1
chr5	+	IPO11
chr5	+	LRRC70
chr5	-	HTR1A
chr5	+	RNF180
chr5	+	RGS7BP
chr5	+	SHISAL2B
chr5	-	SREK1IP1
chr5	+	CWC27
chr5	-	ADAMTS6
chr5	-	CENPK
chr5	+	PPWD1
chr5	-	TRIM23
chr5	+	SHLD3+TRAPPC13
chr5	-	SGTB
chr5	+	NLN
chr5	+	ERBIN
chr5	+	SREK1
chr5	+	MAST4
chr5	-	CD180
chr5	+	PIK3R1
chr5	+	SLC30A5
chr5	+	CCNB1
chr5	+	CENPH
chr5	+	MRPS36
chr5	+	CDK7
chr5	-	CCDC125
chr5	-	TAF9+AK6
chr5	+	RAD17
chr5	+	MARVELD2
chr5	+	OCLN
chr5	+	GTF2H2C
chr5	+	SERF1B
chr5	+	SMN2
chr5	-	LOC112267939
chr5	-	LOC112267940
chr5	+	SERF1A
chr5	+	SMN1
chr5	-	NAIP
chr5	-	GTF2H2
chr5	+	BDP1
chr5	+	MCCC2
chr5	+	CARTPT
chr5	+	MAP1B
chr5	-	MRPS27
chr5	+	PTCD2
chr5	-	ZNF366
chr5	+	TNPO1
chr5	+	FCHO2
chr5	+	TMEM171
chr5	+	TMEM174
chr5	-	FOXD1
chr5	+	BTF3
chr5	-	ANKRA2
chr5	+	UTP15
chr5	+	ARHGEF28
chr5	-	ENC1
chr5	+	HEXB
chr5	-	GFM2
chr5	+	NSA2
chr5	-	FAM169A
chr5	-	GCNT4
chr5	-	ANKRD31
chr5	+	HMGCR
chr5	-	CERT1
chr5	+	POLK
chr5	+	ANKDD1B
chr5	-	POC5
chr5	+	SV2C
chr5	+	IQGAP2
chr5	-	F2RL2
chr5	+	F2R
chr5	+	F2RL1
chr5	+	S100Z
chr5	+	CRHBP
chr5	+	AGGF1
chr5	-	ZBED3
chr5	+	PDE8B
chr5	-	WDR41
chr5	-	OTP
chr5	-	TBCA
chr5	-	AP3B1
chr5	+	SCAMP1
chr5	-	LHFPL2
chr5	-	ARSB
chr5	-	DMGDH
chr5	+	BHMT2
chr5	+	BHMT
chr5	+	JMY
chr5	-	HOMER1
chr5	+	TENT2
chr5	+	CMYA5
chr5	-	MTX3
chr5	+	THBS4
chr5	-	SERINC5
chr5	+	SPZ1
chr5	+	ZFYVE16
chr5	+	FAM151B
chr5	-	ANKRD34B
chr5	-	DHFR
chr5	-	MTRNR2L2
chr5	+	MSH3
chr5	+	RASGRF2
chr5	+	CKMT2
chr5	+	ZCCHC9
chr5	-	ACOT12
chr5	-	SSBP2
chr5	+	ATG10
chr5	-	RPS23
chr5	+	ATP6AP1L
chr5	-	TMEM167A
chr5	+	XRCC4
chr5	+	VCAN
chr5	-	HAPLN1
chr5	-	EDIL3
chr5	+	COX7C
chr5	+	RASA1
chr5	-	CCNH
chr5	-	TMEM161B
chr5	-	MEF2C
chr5	-	CETN3
chr5	-	MBLAC2
chr5	+	POLR3G
chr5	-	LYSMD3
chr5	+	ADGRV1
chr5	-	ARRDC3
chr5	+	NR2F1
chr5	-	FAM172A
chr5	-	POU5F2
chr5	-	KIAA0825
chr5	+	SLF1
chr5	-	MCTP1
chr5	+	FAM81B
chr5	-	TTC37
chr5	+	ARSK
chr5	+	GPR150
chr5	+	RFESD
chr5	-	SPATA9
chr5	+	RHOBTB3
chr5	-	GLRX
chr5	-	ELL2
chr5	-	PCSK1
chr5	+	CAST
chr5	-	ERAP1
chr5	+	ERAP2
chr5	+	LNPEP
chr5	-	LIX1
chr5	-	RIOK2
chr5	+	RGMB
chr5	-	CHD1
chr5	-	LOC100652833
chr5	+	FAM174A
chr5	-	ST8SIA4
chr5	-	SLCO4C1
chr5	-	SLCO6A1
chr5	+	PAM
chr5	-	GIN1
chr5	+	PPIP5K2
chr5	+	MACIR
chr5	-	NUDT12
chr5	-	EFNA5
chr5	-	FBXL17
chr5	+	FER
chr5	-	PJA2
chr5	+	MAN2A1
chr5	-	TMEM232
chr5	+	SLC25A46
chr5	+	TSLP
chr5	+	WDR36
chr5	+	CAMK4
chr5	-	STARD4
chr5	-	NREP
chr5	-	EPB41L4A
chr5	+	APC
chr5	+	SRP19
chr5	-	REEP5
chr5	+	DCP2
chr5	-	MCC
chr5	-	TSSK1B
chr5	+	YTHDC2
chr5	+	KCNN2
chr5	-	TRIM36
chr5	-	PGGT1B
chr5	-	CCDC112
chr5	-	FEM1C
chr5	-	TICAM2+TMED7+TMED7-TICAM2
chr5	-	CDO1
chr5	-	ATG12
chr5	+	AP3S1
chr5	+	LVRN
chr5	+	ARL14EPL
chr5	+	COMMD10
chr5	-	SEMA6A
chr5	-	DTWD2
chr5	+	DMXL1
chr5	+	TNFAIP8
chr5	+	HSD17B4
chr5	+	FAM170A
chr5	+	PRR16
chr5	+	FTMT
chr5	+	SRFBP1
chr5	-	LOX
chr5	+	LOC100505841+ZNF474
chr5	+	SNCAIP
chr5	+	SNX2
chr5	+	SNX24
chr5	-	PPIC
chr5	+	PRDM6
chr5	-	CEP120
chr5	+	CSNK1G3
chr5	-	ZNF608
chr5	+	GRAMD2B
chr5	-	ALDH7A1
chr5	+	PHAX
chr5	+	TEX43
chr5	+	LMNB1
chr5	-	MARCHF3
chr5	-	C5orf63
chr5	-	LOC105379198
chr5	+	MEGF10
chr5	+	PRRC1
chr5	+	CTXN3
chr5	+	CCDC192
chr5	+	SLC12A2
chr5	-	FBN2
chr5	+	SLC27A6
chr5	+	ISOC1
chr5	+	ADAMTS19
chr5	+	MINAR2
chr5	+	CHSY3
chr5	-	HINT1
chr5	+	LYRM7
chr5	+	CDC42SE2
chr5	-	RAPGEF6
chr5	-	FNIP1
chr5	-	MEIKIN
chr5	-	ACSL6
chr5	+	IL3
chr5	+	CSF2
chr5	-	P4HA2
chr5	+	PDLIM4
chr5	+	SLC22A4
chr5	+	SLC22A5
chr5	-	IRF1
chr5	-	IL5
chr5	+	RAD50
chr5	+	IL13
chr5	+	IL4
chr5	-	KIF3A
chr5	+	CCNI2
chr5	-	SEPTIN8
chr5	+	SOWAHA
chr5	-	SHROOM1
chr5	-	GDF9
chr5	+	UQCRQ
chr5	+	LEAP2
chr5	-	AFF4
chr5	-	ZCCHC10
chr5	+	HSPA4
chr5	-	FSTL4
chr5	-	C5orf15
chr5	-	VDAC1
chr5	-	LOC101060024
chr5	+	TCF7
chr5	-	SKP1
chr5	-	PPP2CA
chr5	-	CDKL3
chr5	+	UBE2B
chr5	-	CDKN2AIPNL
chr5	+	JADE2
chr5	-	SAR1B
chr5	+	SEC24A
chr5	+	CAMLG
chr5	+	DDX46
chr5	+	C5orf24
chr5	+	TXNDC15
chr5	+	PCBD2
chr5	+	CATSPER3
chr5	-	PITX1
chr5	-	MACROH2A1
chr5	-	TIFAB+DCANP1
chr5	-	NEUROG1
chr5	-	CXCL14
chr5	+	SLC25A48
chr5	+	LOC107986453
chr5	-	IL9
chr5	-	LECT2
chr5	+	TGFBI
chr5	+	SMAD5
chr5	-	SMIM32
chr5	-	TRPC7
chr5	-	SPOCK1
chr5	-	KLHL3
chr5	-	HNRNPA0
chr5	+	MYOT
chr5	+	PKD2L2
chr5	-	FAM13B
chr5	+	WNT8A
chr5	-	NME5
chr5	-	BRD8
chr5	+	KIF20A
chr5	-	CDC23
chr5	-	GFRA3
chr5	-	CDC25C
chr5	+	FAM53C
chr5	+	KDM3B
chr5	+	REEP2
chr5	+	EGR1
chr5	-	ETF1
chr5	-	HSPA9
chr5	+	CTNNA1
chr5	-	LRRTM2
chr5	-	SIL1
chr5	+	MATR3
chr5	+	PAIP2
chr5	-	SLC23A1
chr5	-	MZB1
chr5	-	PROB1
chr5	-	SPATA24
chr5	-	DNAJC18
chr5	-	ECSCR
chr5	+	SMIM33
chr5	-	STING1
chr5	+	UBE2D2
chr5	+	CXXC5
chr5	+	PSD2
chr5	-	NRG2
chr5	+	PURA
chr5	+	IGIP
chr5	+	CYSTM1
chr5	-	PFDN1
chr5	-	HBEGF
chr5	+	SLC4A9
chr5	+	EIF4EBP3+ANKHD1-EIF4EBP3+ANKHD1
chr5	-	SRA1
chr5	-	APBB3
chr5	+	SLC35A4
chr5	-	LOC112267855
chr5	+	TMCO6
chr5	-	CD14
chr5	-	NDUFA2
chr5	+	IK
chr5	+	WDR55
chr5	-	DND1
chr5	-	HARS1
chr5	+	HARS2
chr5	+	ZMAT2
chr5	+	PCDHA9+PCDHA6+PCDHAC1+PCDHA2+PCDHA7+PCDHA4+PCDHA3+PCDHA8+PCDHA1+PCDHAC2+PCDHA5+PCDHA13+PCDHA12+PCDHA10+PCDHA11
chr5	+	PCDHB1
chr5	+	PCDHB2
chr5	+	PCDHB3
chr5	+	PCDHB4
chr5	+	PCDHB5
chr5	+	PCDHB6
chr5	+	PCDHB7
chr5	+	PCDHB8
chr5	+	PCDHB16
chr5	+	PCDHB9
chr5	+	PCDHB10
chr5	+	PCDHB11
chr5	+	PCDHB12
chr5	+	PCDHB13
chr5	+	PCDHB14
chr5	+	PCDHB15
chr5	-	SLC25A2
chr5	-	TAF7
chr5	+	PCDHGA2+PCDHGB6+PCDHGB5+PCDHGA12+PCDHGA10+PCDHGB2+PCDHGA9+PCDHGA11+PCDHGB7+PCDHGC3+PCDHGA4+PCDHGA3+PCDHGC4+PCDHGA6+PCDHGB4+PCDHGA8+PCDHGB3+PCDHGA7+PCDHGA1+PCDHGB1+PCDHGC5+PCDHGA5
chr5	-	DIAPH1
chr5	-	HDAC3
chr5	+	RELL2
chr5	-	FCHSD1
chr5	-	ARAP3
chr5	-	PCDH1
chr5	+	DELE1
chr5	-	PCDH12
chr5	+	RNF14
chr5	-	GNPDA1
chr5	+	NDFIP1
chr5	-	SPRY4
chr5	-	FGF1
chr5	+	ARHGAP26
chr5	-	NR3C1
chr5	+	HMHB1
chr5	-	YIPF5
chr5	+	KCTD16
chr5	-	PRELID2
chr5	-	GRXCR2
chr5	+	SH3RF2
chr5	-	PLAC8L1
chr5	-	LARS1
chr5	+	RBM27
chr5	+	POU4F3
chr5	+	TCERG1
chr5	-	GPR151
chr5	-	PPP2R2B
chr5	+	STK32A
chr5	-	DPYSL3
chr5	-	JAKMIP2
chr5	-	SPINK1
chr5	-	C5orf46
chr5	+	SCGB3A2
chr5	+	SPINK5
chr5	+	SPINK14
chr5	+	SPINK6
chr5	+	MARCOL
chr5	+	SPINK13
chr5	+	SPINK7
chr5	+	SPINK9
chr5	+	FBXO38
chr5	-	HTR4
chr5	+	ADRB2
chr5	-	SH3TC2
chr5	+	ABLIM3
chr5	+	AFAP1L1
chr5	+	GRPEL2
chr5	+	PCYOX1L
chr5	-	IL17B
chr5	-	CSNK1A1
chr5	+	ARHGEF37
chr5	+	PPARGC1B
chr5	-	PDE6A
chr5	+	SLC26A2
chr5	-	TIGD6
chr5	+	HMGXB3
chr5	-	CSF1R
chr5	-	PDGFRB
chr5	+	CDX1
chr5	+	SLC6A7
chr5	-	CAMK2A
chr5	-	ARSI
chr5	+	TCOF1
chr5	-	CD74
chr5	-	RPS14
chr5	+	NDST1
chr5	+	SYNPO
chr5	+	MYOZ3
chr5	-	RBM22
chr5	-	DCTN4
chr5	+	SMIM3
chr5	+	IRGM
chr5	-	ZNF300
chr5	+	GPX3
chr5	-	TNIP1
chr5	-	ANXA6
chr5	-	CCDC69
chr5	+	GM2A
chr5	-	SLC36A3
chr5	-	SLC36A2
chr5	+	SLC36A1
chr5	-	FAT2
chr5	-	SPARC
chr5	-	ATOX1
chr5	+	G3BP1
chr5	-	GLRA1
chr5	-	NMUR2
chr5	+	GRIA1
chr5	-	FAM114A2
chr5	+	MFAP3
chr5	+	GALNT10
chr5	+	SAP30L
chr5	-	HAND1
chr5	+	LARP1
chr5	-	FAXDC2
chr5	+	CNOT8
chr5	-	GEMIN5
chr5	+	MRPL22
chr5	+	KIF4B
chr5	+	SGCD
chr5	+	PPP1R2B
chr5	-	TIMD4
chr5	-	HAVCR1
chr5	-	HAVCR2
chr5	-	MED7
chr5	-	FAM71B
chr5	+	ITK
chr5	+	CYFIP2
chr5	-	FNDC9
chr5	+	NIPAL4
chr5	-	ADAM19
chr5	-	SOX30
chr5	+	C5orf52
chr5	+	THG1L
chr5	+	LSM11
chr5	-	CLINT1
chr5	-	EBF1
chr5	-	RNF145
chr5	+	UBLCP1
chr5	-	IL12B
chr5	+	ADRA1B
chr5	+	TTC1
chr5	-	PWWP2A
chr5	+	FABP6
chr5	-	CCNJL
chr5	-	C1QTNF2
chr5	-	ZBED8
chr5	-	SLU7
chr5	+	PTTG1
chr5	-	ATP10B
chr5	-	GABRB2
chr5	+	GABRA6
chr5	+	GABRA1
chr5	+	GABRG2
chr5	+	CCNG1
chr5	-	NUDCD2
chr5	+	HMMR
chr5	+	MAT2B
chr5	+	TENM2
chr5	+	WWC1
chr5	+	RARS1
chr5	+	FBLL1
chr5	-	PANK3
chr5	-	SLIT3
chr5	+	SPDL1
chr5	+	DOCK2
chr5	-	INSYN2B
chr5	+	FOXI1
chr5	+	C5orf58
chr5	-	LCP2
chr5	+	KCNIP1
chr5	-	KCNMB1
chr5	+	GABRP
chr5	+	RANBP17
chr5	+	TLX3
chr5	+	NPM1
chr5	+	FGF18
chr5	+	SMIM23
chr5	-	FBXW11
chr5	-	STK10
chr5	+	EFCAB9
chr5	-	UBTD2
chr5	-	SH3PXD2B
chr5	+	NEURL1B
chr5	-	DUSP1
chr5	+	ERGIC1
chr5	+	RPL26L1
chr5	+	ATP6V0E1
chr5	+	CREBRF
chr5	+	BNIP1
chr5	-	NKX2-5
chr5	-	STC2
chr5	-	BOD1
chr5	+	CPEB4
chr5	+	C5orf47
chr5	+	NSG2
chr5	+	MSX2
chr5	-	DRD1
chr5	+	SFXN1
chr5	+	HRH2
chr5	+	CPLX2
chr5	-	THOC3
chr5	+	LOC105377746
chr5	+	FAM153B
chr5	+	SIMC1
chr5	-	KIAA1191
chr5	+	ARL10
chr5	-	NOP16
chr5	+	HIGD2A
chr5	-	CLTB
chr5	+	FAF2
chr5	-	RNF44
chr5	+	LOC112267951+CDHR2
chr5	-	GPRIN1
chr5	-	SNCB
chr5	+	EIF4E1B
chr5	+	TSPAN17
chr5	+	UNC5A
